D_B_hat,D_eta_hat,T_MeV,accepted_by_residual,c_s,charge_fraction,horizon_gauge_defect,linear_residual,mode,mu_MeV,omega_hat_imag,omega_hat_real,omega_numeric_imag,omega_numeric_real,optimizer_success,phi0,primitive_constraint_maximum,qhat,sector,sigma_Q_over_T,source_determinant_abs,source_singular_value,trajectory,zeta_over_eta
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,3.9342041385445655e-19,9.915713875185748e-18,sound,348.48972248617156,-0.0006275114127274546,0.017951181557494218,-0.0003137557063637273,0.008975590778747109,True,2.0,6.96629531298537e-06,0.04,helicity0,0.02155923860220367,1.381306275620433e-14,2.2890805252869238e-14,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,3.5970138345497223e-19,7.88411986081917e-18,diffusion,348.48972248617156,-0.0011793325886151785,9.888376359799152e-14,-0.0005896662943075892,4.944188179899576e-14,True,2.0,2.4336962804774235e-06,0.04,helicity0,0.02155923860220367,2.7570799827236937e-13,7.920335336995737e-12,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,2.4181742505444207e-16,2.0575163492230663e-17,shear,348.48972248617156,-0.001145609392091687,8.775180267095001e-28,-0.0005728046960458435,4.387590133547501e-28,True,2.0,8.641763443945206e-10,0.05,helicity1,0.02155923860220367,7.169753336628206e-17,5.0792023013011883e-17,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,9.014569520186215e-19,8.815580135712752e-18,sound,348.48972248617156,-0.0009804937287056631,0.022444449059626486,-0.0004902468643528316,0.011222224529813243,True,2.0,6.9437091488801314e-06,0.05,helicity0,0.02155923860220367,1.2821692204188331e-14,2.2801690282634032e-14,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,1.2013668643074715e-18,9.339921951439189e-18,diffusion,348.48972248617156,-0.0018429088029046912,-8.743176634035878e-18,-0.0009214544014523456,-4.371588317017939e-18,True,2.0,2.437057834452762e-06,0.05,helicity0,0.02155923860220367,8.400719975872363e-16,2.3976286754927374e-14,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,1.7695579202921168e-17,1.6545158600562136e-17,shear,348.48972248617156,-0.0016498738590637952,-8.218432026692811e-30,-0.0008249369295318976,-4.1092160133464054e-30,True,2.0,8.991263165328817e-10,0.06,helicity1,0.02155923860220367,3.514811728274791e-17,5.088033848431523e-17,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,1.7922185584012839e-19,8.251267667636574e-18,sound,348.48972248617156,-0.00141192358661891,0.02694136582053708,-0.000705961793309455,0.01347068291026854,True,2.0,6.915328858432986e-06,0.06,helicity0,0.02155923860220367,1.0365517682445245e-13,1.965802430897811e-13,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,7.905573472614759e-19,8.212047659564293e-18,diffusion,348.48972248617156,-0.002654142884371502,-3.516202891143974e-17,-0.001327071442185751,-1.758101445571987e-17,True,2.0,2.4410887587231776e-06,0.06,helicity0,0.02155923860220367,7.992372390817153e-16,2.2627381587482707e-14,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,1.7614212794390845e-16,1.7225930510642037e-17,shear,348.48972248617156,-0.0029339978472487523,-6.654456206086687e-30,-0.0014669989236243762,-3.327228103043344e-30,True,2.0,9.881712743979952e-10,0.08,helicity1,0.02155923860220367,8.035259655297328e-18,3.5226542560508794e-29,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,7.203269092115038e-19,9.245665904332393e-18,sound,348.48972248617156,-0.00251014381925692,0.03594907192333113,-0.00125507190962846,0.017974535961665566,True,2.0,6.841953427271681e-06,0.08,helicity0,0.02155923860220367,3.032155658416688e-14,6.691557920485112e-14,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,3.5264490178023716e-19,7.469728075664541e-18,diffusion,348.48972248617156,-0.004720073217062688,-3.8519302449987215e-17,-0.002360036608531344,-1.9259651224993607e-17,True,2.0,2.4512469528400123e-06,0.08,helicity0,0.02155923860220367,2.1780400832194243e-16,6.058455310219212e-15,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,5.922566323353811e-17,1.5426080490231405e-17,shear,348.48972248617156,-0.004586158093494265,-1.3574413286837205e-25,-0.0022930790467471326,-6.787206643418602e-26,True,2.0,1.1028338390802483e-09,0.1,helicity1,0.02155923860220367,1.6172812342938017e-18,4.624182568507542e-25,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,4.0318561100746466e-19,8.188033828270838e-18,sound,348.48972248617156,-0.00392221625616648,0.044980156714118674,-0.00196110812808324,0.022490078357059337,True,2.0,6.745184954809201e-06,0.1,helicity0,0.02155923860220367,1.6252194923301013e-14,4.185256403016405e-14,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,1.3544050003060537e-18,7.69692706302942e-18,diffusion,348.48972248617156,-0.007378303041353144,-1.5619957429733574e-11,-0.003689151520676572,-7.809978714866787e-12,True,2.0,2.4643433138057894e-06,0.1,helicity0,0.02155923860220367,5.541071139223741e-12,1.5045293878350916e-10,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,7.570668589215436e-17,1.9624388823981694e-17,shear,348.48972248617156,-0.0066072139999491615,-7.509787605580986e-28,-0.0033036069999745807,-3.754893802790493e-28,True,2.0,1.2432453068576478e-09,0.12,helicity1,0.02155923860220367,4.8845997969061254e-18,1.788499414814998e-27,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,8.765667732556845e-19,8.866937029098348e-18,sound,348.48972248617156,-0.005648199001496301,0.054040491202532785,-0.0028240995007481505,0.027020245601266393,True,2.0,6.624454284153366e-06,0.12,helicity0,0.02155923860220367,2.692667228778306e-14,8.044293356393801e-14,charged,0.37870467451838613
0.7369391771262063,0.45811984734485856,174.2448640957075,True,0.44858536851819475,0.1869733791,5.261464983257568e-19,7.407455199600799e-18,diffusion,348.48972248617156,-0.010630324960294462,-1.4836657621705286e-15,-0.005315162480147231,-7.418328810852643e-16,True,2.0,2.4800673394963346e-06,0.12,helicity0,0.02155923860220367,8.104251721778464e-16,2.143234507266538e-14,charged,0.37870467451838613
