trajectory,path_index,parent_index,sector,mode,phi_H,charge_fraction,Phi1,T_MeV,mu_B_MeV,mu_B_over_T,s_over_T3,n_B_over_T3,s_over_n_B,branch_id,locally_stable,inside_spinodal,reduced_distance_to_CEP,Re_omega_hat,Im_omega_hat,shooting_source_residual,spectral_distance_hat,spectral_overlap_parent,spectral_pencil_residual
mu_over_T_2,7,6,tensor,0,1.75,0.17713013141878842,2.0332032670458062,190.1330444939041,380.26608898780404,1.9999999999999782,10.948122252472318,0.4952104505953861,22.108019407323717,stable_crossover,True,False,0.9066566182136726,1.6138418994359898,-1.1710913181258609,1.4489869113334118e-13,0.0020801438008881397,0.9999533898043088,7.132283212938237e-16
mu_over_T_2,8,7,tensor,0,1.5,0.16918219687844477,1.7194895627160605,210.38319114009806,420.76637311581135,1.999999956439558,12.519648228335342,0.5478718563174034,22.85141695813304,stable_crossover,True,False,1.0680459005426963,1.6059815906848256,-1.2304627258825,2.0555489817298004e-13,0.0034385248546168704,0.9999610265005068,7.528130913457771e-16
mu_over_T_2,9,8,tensor,0,1.25,0.16340683542265194,1.5235075429928202,237.63777276134357,475.2755419991435,1.9999999851726282,14.054023252089316,0.5888857513914973,23.86544965450532,stable_crossover,True,False,1.3056164602322642,1.5996303163856078,-1.2855827413727805,1.4097846281532314e-14,0.005539722424676484,0.9999690798014002,8.560061450096899e-16
mu_over_T_2,10,9,tensor,0,1.0,0.1594491939978916,1.4009352901724836,277.0311949867858,554.0623849295495,1.9999999817925842,15.471374233459446,0.6199312610736185,24.956596327576033,stable_crossover,True,False,1.6713546584894527,1.5944138122066016,-1.3338600366960218,9.114879182561535e-14,0.00847078681093373,0.9999773952258111,7.915435533768518e-16
mu_over_T_2,11,10,tensor,0,0.75,0.15682596377867544,1.324120752231714,339.8575212735071,679.7150425470033,1.9999999999999682,16.68701706533312,0.6426080477900233,25.967644075920006,stable_crossover,True,False,2.2802221850197073,1.590146499599335,-1.3730192998431465,9.554561623266893e-10,0.01200046173516067,0.9999853462190978,8.219848317473826e-16
mu_over_T_2,17,16,vector,0,5.0,0.019326126434498197,68.5607514599236,87.142214812853,174.28442532354302,1.9999999506305528,0.6484495239697827,6.879148726357398e-05,9426.304761885058,stable_crossover,True,False,0.7241799096617293,2.102194931327104,-0.003734569085867046,1.8563603691849036e-08,0.00013022918046893335,0.9988635952374685,8.64661106368049e-16
mu_over_T_2,16,15,vector,0,4.75,0.03236052899870549,55.06412800026921,93.51384000528438,187.02768000970022,1.999999999990712,0.8122749876555013,0.00026001233311544186,3123.986381426232,stable_crossover,True,False,0.6918566817227215,1.9505979891828686,-0.0077576157377540434,4.887752305311009e-09,1.609221050181696e-05,0.9988042047200126,6.072754907011635e-16
mu_over_T_2,15,14,vector,0,4.5,0.05070022665833269,43.747401713128724,99.85141881163646,199.70283762098762,1.999999999977113,1.0210667895125864,0.0008708634399523626,1172.4763523985348,stable_crossover,True,False,0.664482241006017,1.815758157125657,-0.014939917289885293,1.0631869702254016e-09,2.875377770096349e-05,0.9987406131661194,5.479286081389924e-16
mu_over_T_2,14,13,vector,0,4.25,0.07434220757034397,34.30852639932777,106.02638949026223,212.0527789798818,1.9999999999939386,1.2884557057471053,0.00259280195153703,496.9356433040712,stable_crossover,True,False,0.642973942980754,1.6965155368029827,-0.026643506212100685,2.0378717517769735e-10,3.2699053185782497e-06,0.9987061306501315,6.392904839998103e-16
mu_over_T_2,13,12,vector,0,4.0,0.10210922810457891,26.52085745275096,111.92246758090434,223.84492921714758,1.9999999468859004,1.6328000736397883,0.006888958643665225,237.01696556724687,stable_crossover,True,False,0.627681807257381,1.5918733293857834,-0.04422303044356155,5.3989876338249835e-11,2.147159996050293e-06,0.9986405311083075,7.245196899324205e-16
mu_over_T_2,12,0,vector,0,3.75,0.13164016657773406,20.203793058890337,117.50577287122726,235.01154574068144,1.9999999999849107,2.077865389586607,0.016411154434199375,126.61299349279913,stable_crossover,True,False,0.6182767621549239,1.5002285894524154,-0.06891684980380404,2.6038576609900095e-11,4.522274261473829e-06,0.9985725539781449,6.599704222416482e-16
mu_over_T_2,0,-1,vector,0,3.5,0.15979910939976305,15.184432054750223,122.90081855423516,245.80163565198026,1.9999999881490613,2.651425514066384,0.03520835238094877,75.3067194220957,stable_crossover,True,False,0.6140992393172456,1.4189476155618381,-0.10178651874069389,6.132526264010075e-12,1.4523838127502835e-05,nan,7.381213088030757e-16
mu_over_T_2,1,0,vector,0,3.25,0.1832954560408366,11.277459946322931,128.42545669868616,256.85090997020575,1.9999999733139624,3.380158801393535,0.06820221434207441,49.560836609205104,stable_crossover,True,False,0.6149271081009537,1.3447486683163663,-0.1436327967932026,1.7746732592324004e-13,2.3128987204773318e-05,0.9985450690749509,5.698237915165103e-16
mu_over_T_2,2,1,vector,0,3.0,0.19933849569306603,8.293733268668744,134.55328706632616,269.10657818791134,2.000000030138684,4.280975906339507,0.11931323743013851,35.88014204078694,stable_crossover,True,False,0.6218586211383832,1.2748930729274506,-0.19496001670793742,5.403486461279921e-13,2.9157894271318505e-05,0.9985874432445503,7.124796019108944e-16
mu_over_T_2,3,2,vector,0,2.75,0.20637488288835357,6.061326382416166,141.80443093781403,283.60885607051625,1.99999995906255,5.353381593077503,0.18845420144440958,28.40680415743689,stable_crossover,True,False,0.6379392987183052,1.208650054290888,-0.2561796456804745,1.9731110706873805e-12,2.7848651433036066e-05,0.9987042377390684,7.276249132034549e-16
mu_over_T_2,4,3,vector,0,2.5,0.20482469141099366,4.436402173382437,150.61550952526073,301.231015380325,1.999999975632015,6.580582400178056,0.2696556006432952,24.403655568359422,stable_crossover,True,False,0.668085197937902,1.147989206430196,-0.3279734719348071,5.180966975149336e-12,5.928266321687124e-06,0.9988697607213165,7.63157450618517e-16
mu_over_T_2,5,4,vector,0,2.25,0.19718690640801326,3.296647638247193,161.30692817695865,322.61385635391065,1.9999999999999587,7.939330387114761,0.35310368123494545,22.4844169263479,stable_crossover,True,False,0.7182265059020311,1.096665043560945,-0.4111278691396233,1.1728218449816797e-11,4.577059300265536e-05,0.9990437649729872,8.73881216857199e-16
mu_over_T_2,6,5,vector,0,2.0,0.18697337911367887,2.5299559324616476,174.2432565471141,348.4865074169395,1.9999999674174553,9.405552580629182,0.4299158687854955,21.877658545611954,stable_crossover,True,False,0.7948726370715244,1.05832892725335,-0.505200896949683,4.3785231946332805e-12,6.965679617821481e-05,0.9992080598712234,6.5181609903020095e-16
mu_over_T_2,7,6,vector,0,1.75,0.17713013141878842,2.0332032670458062,190.1330444939041,380.26608898780404,1.9999999999999782,10.948122252472318,0.4952104505953861,22.108019407323717,stable_crossover,True,False,0.9066566182136726,1.0350640545931442,-0.6064582052815328,6.956714100486813e-12,8.94425826208184e-05,0.9993763045381217,8.220245155572606e-16
mu_over_T_2,8,7,vector,0,1.5,0.16918219687844477,1.7194895627160605,210.38319114009806,420.76637311581135,1.999999956439558,12.519648228335342,0.5478718563174034,22.85141695813304,stable_crossover,True,False,1.0680459005426963,1.0263907219583654,-0.7064802888834134,1.0928339765912224e-11,8.401102612996453e-05,0.9995624417783859,7.770119005678014e-16
mu_over_T_2,9,8,vector,0,1.25,0.16340683542265194,1.5235075429928202,237.63777276134357,475.2755419991435,1.9999999851726282,14.054023252089316,0.5888857513914973,23.86544965450532,stable_crossover,True,False,1.3056164602322642,1.0281845361701833,-0.7937048030747004,1.6336115135093334e-12,0.0002791031407149967,0.9997545902577752,8.093646112051344e-16
mu_over_T_2,10,9,vector,0,1.0,0.1594491939978916,1.4009352901724836,277.0311949867858,554.0623849295495,1.9999999817925842,15.471374233459446,0.6199312610736185,24.956596327576033,stable_crossover,True,False,1.6713546584894527,1.0335174314073101,-0.859313299870568,1.5267003963855038e-14,0.0003611124823422193,0.9998956417664111,8.801638739710479e-16
mu_over_T_2,11,10,vector,0,0.75,0.15682596377867544,1.324120752231714,339.8575212735071,679.7150425470033,1.9999999999999682,16.68701706533312,0.6426080477900233,25.967644075920006,stable_crossover,True,False,2.2802221850197073,1.037199753293535,-0.9023538068665354,8.310257703664995e-15,0.00010616328053485748,0.9998824330007471,8.366052402397955e-16
