sector,mode,Re_omega_num,Im_omega_num,Re_omega_hat,Im_omega_hat,Re_error_hat,Im_error_hat,shooting_source_residual,minimum_overlap,maximum_condition
tensor,0,0.9365852064372638,-0.43344931655843155,1.8731704128745277,-0.8668986331168631,0.0002442215321154517,0.000536866958978921,9.47508224301455e-15,0.999999880175681,204825.80662952818
vector,0,0.8442710399991116,-0.05158393566646418,1.6885420799982231,-0.10316787133292836,3.56412931323824e-06,5.17865703016096e-06,3.9279184964957006e-14,0.9999974392262839,451.1909009039675
vector,1,1.4487766219732154,-0.43172065892849076,2.897553243946431,-0.8634413178569815,0.0033870544049592333,0.0011683153207594499,9.633646207779098e-14,0.9999965120661962,13638.916060711568
singlet,0,0.7462047610067616,-0.12804252173623262,1.4924095220135232,-0.25608504347246525,0.0011975209304275758,0.0012321017272892698,9.304897052683321e-12,0.9999994557099428,503.22250281603766
