mu_B_target_MeV,sequence,sector,phi0,charge_fraction,T_MeV,mu_B_MeV,Re_omega_hat,Im_omega_hat,pencil_residual,tracking_continuity_proxy,calculation,line_role
600.0,3,singlet,1.5125,0.2466742993620449,200.68101454605403,599.993955156421,1.0446564257416766,-0.5948692129726728,1.0198302970384684e-15,0.9610874506424004,source-factored collocation point,piecewise-linear guide to the eye
600.0,4,singlet,1.7999999999999998,0.29466549923702995,174.33418251451602,599.9941362512573,1.112006570808868,-0.5219108730932552,9.333268845054086e-16,0.9527020116812966,source-factored collocation point,piecewise-linear guide to the eye
600.0,5,singlet,2.0875,0.350473406326454,151.16937867353292,599.9943193823324,1.2087337675072183,-0.45399559995392497,9.734287944899079e-16,0.9442028162881088,source-factored collocation point,piecewise-linear guide to the eye
600.0,6,singlet,2.375,0.40414823692490076,130.60690819933515,599.9945160983107,1.3336486942694903,-0.3948224071382529,9.936472589718292e-16,0.9353567548943578,source-factored collocation point,piecewise-linear guide to the eye
600.0,7,singlet,2.6624999999999996,0.43526004022115367,115.17251071673405,599.9947639408741,1.459951514456503,-0.34482865052321404,9.005296743329924e-16,0.936400904349258,source-factored collocation point,piecewise-linear guide to the eye
600.0,8,singlet,2.9499999999999997,0.4338960298812397,106.24589448543337,599.9950208936044,1.547108675526033,-0.3054301893883898,8.11013210247919e-16,0.9543585816724066,source-factored collocation point,piecewise-linear guide to the eye
600.0,9,singlet,3.2375,0.40796691816943387,101.62800514070508,599.9951827506057,1.5930555717766517,-0.2801459039893484,7.905413115392687e-16,0.974447846355968,source-factored collocation point,piecewise-linear guide to the eye
600.0,10,singlet,3.525,0.36773111900440536,98.5245058668057,599.9952448537044,1.6252149005957397,-0.2711746526371192,7.222889763577452e-16,0.9835804957960241,source-factored collocation point,piecewise-linear guide to the eye
600.0,11,singlet,3.8124999999999996,0.319985161906126,95.12475855995932,599.9952616055134,1.6710022924203747,-0.27883715756899147,6.591471107299367e-16,0.9773145151813303,source-factored collocation point,piecewise-linear guide to the eye
600.0,12,singlet,4.1,0.26925605698710736,90.51208444624241,599.9952662180749,1.7535958676299217,-0.30079139052080767,6.798806071921182e-16,0.9590202903464405,source-factored collocation point,piecewise-linear guide to the eye
700.0,0,tensor,0.65,0.1480118069340827,371.4927099543969,699.9924506653007,1.583338300102933,-1.392523122589788,8.455214466745487e-16,nan,source-factored collocation point,piecewise-linear guide to the eye
700.0,1,tensor,0.9375,0.19466654300067585,282.1689393442275,699.9925264916752,1.6031017047064355,-1.3916427525588821,6.731560203523795e-16,0.9902053819142297,source-factored collocation point,piecewise-linear guide to the eye
700.0,2,tensor,1.225,0.23930235816856807,231.2870555059859,699.9926455153852,1.6308032703290665,-1.3834917539805032,8.4068498950634995e-16,0.9857675551223467,source-factored collocation point,piecewise-linear guide to the eye
700.0,3,tensor,1.5125,0.2874970401930609,196.19415199418373,699.9927929557116,1.6769617052811017,-1.3748150345731494,7.522272660124072e-16,0.977055384940236,source-factored collocation point,piecewise-linear guide to the eye
700.0,4,tensor,1.7999999999999998,0.3452514577828832,167.5490419012329,699.9929417571474,1.7646153843506844,-1.3756595660350124,7.72753942512705e-16,0.9580114376716861,source-factored collocation point,piecewise-linear guide to the eye
700.0,5,tensor,2.0875,0.41399737692333793,140.97717251208408,699.9930647063028,1.923962715962727,-1.3875538544538222,8.182421249963163e-16,0.9260156841304141,source-factored collocation point,piecewise-linear guide to the eye
700.0,6,tensor,2.375,0.47896924985025324,116.81890976088606,699.9932029660343,2.145115170015651,-1.3928223066080743,7.067871246086442e-16,0.9004080290758265,source-factored collocation point,piecewise-linear guide to the eye
700.0,7,tensor,2.6624999999999996,0.5091289666580618,100.52544748021381,699.9935299721943,2.3109157110796303,-1.3479795252679092,7.707514150622476e-16,0.9209130627212403,source-factored collocation point,piecewise-linear guide to the eye
700.0,8,tensor,2.9499999999999997,0.4981939664328403,93.58985686994822,699.9939986853319,2.3181547673445935,-1.237670334261971,8.128540895438829e-16,0.9476218744566783,source-factored collocation point,piecewise-linear guide to the eye
700.0,9,tensor,3.2375,0.46317150276803765,91.6070331160779,699.9943186304118,2.2211889167332637,-1.1083116819511405,6.845556783437011e-16,0.9252121257112826,source-factored collocation point,piecewise-linear guide to the eye
700.0,10,tensor,3.525,0.4159350996137308,90.93343566849819,699.9944395956992,2.0979212465551154,-0.9961150728335296,5.978845676661384e-16,0.923070251938725,source-factored collocation point,piecewise-linear guide to the eye
700.0,11,tensor,3.8124999999999996,0.36238036478267516,89.6237163646533,699.9944695499128,1.988368111642139,-0.9145127585196627,6.260007881468726e-16,0.9360646160779211,source-factored collocation point,piecewise-linear guide to the eye
700.0,12,tensor,4.1,0.30618894890611914,86.73629552162569,699.9944763620381,1.9062885058688201,-0.866706077954844,5.850353008993322e-16,0.9546598373329513,source-factored collocation point,piecewise-linear guide to the eye
700.0,0,vector,0.65,0.1480118069340827,371.4927099543969,699.9924506653007,1.0298056220076317,-0.9292481419362062,9.306831110958988e-16,nan,source-factored collocation point,piecewise-linear guide to the eye
700.0,1,vector,0.9375,0.19466654300067585,282.1689393442275,699.9925264916752,1.049677822393349,-0.8649456720719126,8.951120843165503e-16,0.9674439931686384,source-factored collocation point,piecewise-linear guide to the eye
700.0,2,vector,1.225,0.23930235816856807,231.2870555059859,699.9926455153852,1.0695553561318631,-0.7760588044825706,8.71804822120452e-16,0.9564424926871183,source-factored collocation point,piecewise-linear guide to the eye
700.0,3,vector,1.5125,0.2874970401930609,196.19415199418373,699.9927929557116,1.1039295093791568,-0.6658232130141497,8.432351875847755e-16,0.9454161002767965,source-factored collocation point,piecewise-linear guide to the eye
700.0,4,vector,1.7999999999999998,0.3452514577828832,167.5490419012329,699.9929417571474,1.1741144013288827,-0.5520089151755034,7.758347606855642e-16,0.9373324495758902,source-factored collocation point,piecewise-linear guide to the eye
700.0,5,vector,2.0875,0.41399737692333793,140.97717251208408,699.9930647063028,1.3036241922379233,-0.45346985082095465,8.196323161493923e-16,0.9247549281990035,source-factored collocation point,piecewise-linear guide to the eye
700.0,6,vector,2.375,0.47896924985025324,116.81890976088606,699.9932029660343,1.506312612664416,-0.37780608228102036,7.730385184641099e-16,0.9023842885158734,source-factored collocation point,piecewise-linear guide to the eye
700.0,7,vector,2.6624999999999996,0.5091289666580618,100.52544748021381,699.9935299721943,1.7203048596905512,-0.31235843951943537,8.972856056237212e-16,0.8993708185056686,source-factored collocation point,piecewise-linear guide to the eye
700.0,8,vector,2.9499999999999997,0.4981939664328403,93.58985686994822,699.9939986853319,1.8471946049688677,-0.24630301485794212,7.560268255750341e-16,0.9332477821408997,source-factored collocation point,piecewise-linear guide to the eye
700.0,9,vector,3.2375,0.46317150276803765,91.6070331160779,699.9943186304118,1.896919612623649,-0.1870806482064822,7.088247405995555e-16,0.9627745217056007,source-factored collocation point,piecewise-linear guide to the eye
700.0,10,vector,3.525,0.4159350996137308,90.93343566849819,699.9944395956992,1.9216171687345591,-0.14024760831635266,7.160133129445176e-16,0.9742096379142365,source-factored collocation point,piecewise-linear guide to the eye
700.0,11,vector,3.8124999999999996,0.36238036478267516,89.6237163646533,699.9944695499128,1.958269873115367,-0.10611148377561708,6.936887469516012e-16,0.975568410134809,source-factored collocation point,piecewise-linear guide to the eye
700.0,12,vector,4.1,0.30618894890611914,86.73629552162569,699.9944763620381,2.029148865774129,-0.08283170182574913,6.671709906383009e-16,0.9640393304889527,source-factored collocation point,piecewise-linear guide to the eye
700.0,0,singlet,0.65,0.1480118069340827,371.4927099543969,699.9924506653007,0.9789455692902195,-0.7536135071051959,1.1073268538094278e-15,nan,source-factored collocation point,piecewise-linear guide to the eye
700.0,1,singlet,0.9375,0.19466654300067585,282.1689393442275,699.9925264916752,0.9870698610779323,-0.7272108400607888,1.0666060494355293e-15,0.9863760000083484,source-factored collocation point,piecewise-linear guide to the eye
700.0,2,singlet,1.225,0.23930235816856807,231.2870555059859,699.9926455153852,1.0124137743204473,-0.6731019860359607,9.979534473007855e-16,0.9709915481842467,source-factored collocation point,piecewise-linear guide to the eye
700.0,3,singlet,1.5125,0.2874970401930609,196.19415199418373,699.9927929557116,1.0639932545264392,-0.6017355626100223,9.674308980179833e-16,0.9578293683257546,source-factored collocation point,piecewise-linear guide to the eye
700.0,4,singlet,1.7999999999999998,0.3452514577828832,167.5490419012329,699.9929417571474,1.1495152020527286,-0.5279467442942469,9.192865022287348e-16,0.9465417685665231,source-factored collocation point,piecewise-linear guide to the eye
700.0,5,singlet,2.0875,0.41399737692333793,140.97717251208408,699.9930647063028,1.281028104115167,-0.46158130549549403,1.123479988764371e-15,0.9313982142167428,source-factored collocation point,piecewise-linear guide to the eye
700.0,6,singlet,2.375,0.47896924985025324,116.81890976088606,699.9932029660343,1.463878738366161,-0.4057811671284713,8.795720352864762e-16,0.9127521496101787,source-factored collocation point,piecewise-linear guide to the eye
700.0,7,singlet,2.6624999999999996,0.5091289666580618,100.52544748021381,699.9935299721943,1.633684715130183,-0.358582957667976,8.161803072968991e-16,0.9190148435623845,source-factored collocation point,piecewise-linear guide to the eye
700.0,8,singlet,2.9499999999999997,0.4981939664328403,93.58985686994822,699.9939986853319,1.6713839969406974,-0.31880941999447027,7.713200629286447e-16,0.9733301752967991,source-factored collocation point,piecewise-linear guide to the eye
700.0,9,singlet,3.2375,0.46317150276803765,91.6070331160779,699.9943186304118,1.6937000416503258,-0.2851157744522517,7.062574770540572e-16,0.9801933767146239,source-factored collocation point,piecewise-linear guide to the eye
700.0,10,singlet,3.525,0.4159350996137308,90.93343566849819,699.9944395956992,1.714698488227886,-0.27718967228082064,6.931202660905951e-16,0.988902266491268,source-factored collocation point,piecewise-linear guide to the eye
700.0,11,singlet,3.8124999999999996,0.36238036478267516,89.6237163646533,699.9944695499128,1.7370267453420145,-0.290093277010912,6.640239291964447e-16,0.9872698257183156,source-factored collocation point,piecewise-linear guide to the eye
700.0,12,singlet,4.1,0.30618894890611914,86.73629552162569,699.9944763620381,1.8000120850968515,-0.3253104738313459,6.502601575242398e-16,0.9651753421863777,source-factored collocation point,piecewise-linear guide to the eye
